,id_x,ano,beneficiario,rfc,rnpa,estado_x,municipio_x,localidad_x,monto,cod_inegi_municipio_x,cod_inegi_localidad_x,id_y,tipo,nombre,fecha_registro,tipo_persona,representante_legal,estado_y,municipio_y,localidad_y,inicio,cod_inegi_localidad_y,cod_inegi_municipio_y
3680,3681,2014,YAMEL AVILA MELJEN,,203127170.0,BAJA CALIFORNIA,ENSENADA,ENSENADA,14570,2001.0,2001001.0,18329,CAPTURA,YAMEL AVILA MELJEN,02/12/15,FISÍCA,YAMEL AVILA MELJEN,BAJA CALIFORNIA,ENSENADA,ENSENADA,06/12/2005,2001001.0,2001.0
1032,1033,2012,AVILA MERCADO RICARDO IVAN,,2609003617.0,SONORA,ACONCHI,ACONCHI,147000,26001.0,26001001.0,13525,ACUACULTURA,RICARDO IVAN AVILA MERCADO,18/08/11,FISÍCA,RICARDO IVAN AVILA MERCADO,SONORA,,,18/08/2011,,
1909,1910,2013,AVILA MERCADO RICARDO IVAN,,2609003617.0,SINALOA,AHOME,LOS MOCHIS,68040,25001.0,25001001.0,13525,ACUACULTURA,RICARDO IVAN AVILA MERCADO,18/08/11,FISÍCA,RICARDO IVAN AVILA MERCADO,SONORA,,,18/08/2011,,
1034,1035,2012,BAHIA T S DE R.L. DE C.V.,BTX001207T85,2505002689.0,SINALOA,GUASAVE,EL TORTUGO,160000,25011.0,25011280.0,19346,ACUACULTURA,BAHIA T S DE RL DE CV,21/10/15,MORAL,RODOLFO URIAS ESPINOZA,SINALOA,AHOME,LOS MOCHIS,01/01/2001,25001001.0,25001.0
1912,1913,2013,BAHIA T S DE RL DE CV,BTX001207T85,2505002689.0,SINALOA,AHOME,LOS MOCHIS,227000,25001.0,25001001.0,19346,ACUACULTURA,BAHIA T S DE RL DE CV,21/10/15,MORAL,RODOLFO URIAS ESPINOZA,SINALOA,AHOME,LOS MOCHIS,01/01/2001,25001001.0,25001.0
4030,4031,2014,"BAHIA T, S. DE R.L. DE C.V.",,2505002689.0,SINALOA,AHOME,TOPOLOBAMPO,25400,25001.0,25001240.0,19346,ACUACULTURA,BAHIA T S DE RL DE CV,21/10/15,MORAL,RODOLFO URIAS ESPINOZA,SINALOA,AHOME,LOS MOCHIS,01/01/2001,25001001.0,25001.0
4677,4678,2015,"BAHIA T, S. DE R.L. DE C.V.",,2505002689.0,SINALOA,AHOME,TOPOLOBAMPO," 166,000.00 ",25001.0,25001240.0,19346,ACUACULTURA,BAHIA T S DE RL DE CV,21/10/15,MORAL,RODOLFO URIAS ESPINOZA,SINALOA,AHOME,LOS MOCHIS,01/01/2001,25001001.0,25001.0
1035,1036,2012,"BAJA AQUA FARMS, S.A. DE C.V.",BAF991209B16,208001321.0,BAJA CALIFORNIA,ENSENADA,EL SAUZAL DE RODRIGUEZ,5431876,2001.0,2001247.0,15265,ACUACULTURA,BAJA AQUA FARMS SA DE CV,23/02/17,MORAL,SANTIAGO JOSE MATUS VELASCO,BAJA CALIFORNIA,ENSENADA,ENSENADA,18/08/2011,2001001.0,2001.0
1913,1914,2013,"BAJA AQUA FARMS, S.A. DE C.V.",BAF991209B16,208001321.0,BAJA CALIFORNIA,ENSENADA,EL SAUZAL DE RODRIGUEZ,1388814,2001.0,2001247.0,15265,ACUACULTURA,BAJA AQUA FARMS SA DE CV,23/02/17,MORAL,SANTIAGO JOSE MATUS VELASCO,BAJA CALIFORNIA,ENSENADA,ENSENADA,18/08/2011,2001001.0,2001.0
1914,1915,2013,"BAJA AQUA FARMS, S.A. DE C.V.",BAF991209B16,208001321.0,BAJA CALIFORNIA,ENSENADA,EL SAUZAL DE RODRIGUEZ,942417.86,2001.0,2001247.0,15265,ACUACULTURA,BAJA AQUA FARMS SA DE CV,23/02/17,MORAL,SANTIAGO JOSE MATUS VELASCO,BAJA CALIFORNIA,ENSENADA,ENSENADA,18/08/2011,2001001.0,2001.0
1915,1916,2013,"BAJA AQUA FARMS, S.A. DE C.V.",BAF991209B16,208001321.0,BAJA CALIFORNIA,ENSENADA,EL SAUZAL DE RODRIGUEZ,1544531.5,2001.0,2001247.0,15265,ACUACULTURA,BAJA AQUA FARMS SA DE CV,23/02/17,MORAL,SANTIAGO JOSE MATUS VELASCO,BAJA CALIFORNIA,ENSENADA,ENSENADA,18/08/2011,2001001.0,2001.0
4025,4026,2014,"BAJA AQUA FARMS, S.A. DE C.V.",,208001321.0,BAJA CALIFORNIA,ENSENADA,EL SAUZAL DE RODRIGUEZ,0,2001.0,2001247.0,15265,ACUACULTURA,BAJA AQUA FARMS SA DE CV,23/02/17,MORAL,SANTIAGO JOSE MATUS VELASCO,BAJA CALIFORNIA,ENSENADA,ENSENADA,18/08/2011,2001001.0,2001.0
4516,4517,2015,"BAJA AQUA FARMS, S.A. DE C.V.",,208001321.0,BAJA CALIFORNIA,ENSENADA,EL SAUZAL DE RODRÍGUEZ," 2,098,312.97 ",2001.0,,15265,ACUACULTURA,BAJA AQUA FARMS SA DE CV,23/02/17,MORAL,SANTIAGO JOSE MATUS VELASCO,BAJA CALIFORNIA,ENSENADA,ENSENADA,18/08/2011,2001001.0,2001.0
1036,1037,2012,BARNETCHE VALDEZ GERARDO,,2609003526.0,SONORA,CAJEME,CIUDAD OBREGON,372400,26018.0,26018001.0,5829,CAPTURA,GERARDO BARNETECHE VALDEZ,11/05/16,FISÍCA,GERARDO BARNETECHE VALDEZ,SONORA,CAJEME,CIUDAD OBREGON,17/07/2013,26018001.0,26018.0
1916,1917,2013,BARNETCHE VALDEZ GERARDO,,2609003526.0,SONORA,CAJEME,CIUDAD OBREGON,205600,26018.0,26018001.0,5829,CAPTURA,GERARDO BARNETECHE VALDEZ,11/05/16,FISÍCA,GERARDO BARNETECHE VALDEZ,SONORA,CAJEME,CIUDAD OBREGON,17/07/2013,26018001.0,26018.0
3690,3691,2014,GERARDO BARNETCHE VALDEZ,,2609003526.0,SONORA,CAJEME,CIUDAD OBREGON,1200,26018.0,26018001.0,5829,CAPTURA,GERARDO BARNETECHE VALDEZ,11/05/16,FISÍCA,GERARDO BARNETECHE VALDEZ,SONORA,CAJEME,CIUDAD OBREGON,17/07/2013,26018001.0,26018.0
5135,5136,2015,GERARDO BARNETCHE VALDEZ,,2609003526.0,SONORA,CAJEME,CIUDAD OBREGÓN," 104,800.00 ",26018.0,,5829,CAPTURA,GERARDO BARNETECHE VALDEZ,11/05/16,FISÍCA,GERARDO BARNETECHE VALDEZ,SONORA,CAJEME,CIUDAD OBREGON,17/07/2013,26018001.0,26018.0
1037,1038,2012,BARNETCHE VALDEZ HECTOR JAVIER,,2609000753.0,SONORA,CAJEME,CIUDAD OBREGON,427000,26018.0,26018001.0,11779,CAPTURA,HECTOR JAVIER BARNETCHE VALDEZ,11/05/16,FISÍCA,JOSE ADAN MARISCAL LAGARDA,SONORA,CAJEME,CIUDAD OBREGON,18/08/2011,26018001.0,26018.0
1917,1918,2013,BARNETCHE VALDEZ HECTOR JAVIER,,2609000753.0,SONORA,CAJEME,CIUDAD OBREGON,123660,26018.0,26018001.0,11779,CAPTURA,HECTOR JAVIER BARNETCHE VALDEZ,11/05/16,FISÍCA,JOSE ADAN MARISCAL LAGARDA,SONORA,CAJEME,CIUDAD OBREGON,18/08/2011,26018001.0,26018.0
3691,3692,2014,HECTOR JAVIER BARNETCHE VALDEZ,,2609000753.0,SONORA,CAJEME,CIUDAD OBREGON,0,26018.0,26018001.0,11779,CAPTURA,HECTOR JAVIER BARNETCHE VALDEZ,11/05/16,FISÍCA,JOSE ADAN MARISCAL LAGARDA,SONORA,CAJEME,CIUDAD OBREGON,18/08/2011,26018001.0,26018.0
5127,5128,2015,HECTOR JAVIER BARNETCHE VALDEZ,,2609000753.0,SONORA,CAJEME,CIUDAD OBREGÓN," 94,320.00 ",26018.0,,11779,CAPTURA,HECTOR JAVIER BARNETCHE VALDEZ,11/05/16,FISÍCA,JOSE ADAN MARISCAL LAGARDA,SONORA,CAJEME,CIUDAD OBREGON,18/08/2011,26018001.0,26018.0
1038,1039,2012,BARNETCHE VALDEZ LUIS ARTURO,,2609000845.0,SONORA,CAJEME,CIUDAD OBREGON,232400,26018.0,26018001.0,12510,CAPTURA,LUIS ARTURO BARNETCHE VALDEZ,11/05/16,FISÍCA,JOSE ADAN MARISCAL LAGARDA,SONORA,CAJEME,CIUDAD OBREGON,18/08/2011,26018001.0,26018.0
1918,1919,2013,BARNETCHE VALDEZ LUIS ARTURO,,2609000845.0,SONORA,CAJEME,CIUDAD OBREGON,184680,26018.0,26018001.0,12510,CAPTURA,LUIS ARTURO BARNETCHE VALDEZ,11/05/16,FISÍCA,JOSE ADAN MARISCAL LAGARDA,SONORA,CAJEME,CIUDAD OBREGON,18/08/2011,26018001.0,26018.0
3692,3693,2014,LUIS ARTURO BARNETCHE VALDEZ,,2609000845.0,SONORA,CAJEME,CIUDAD OBREGON,0,26018.0,26018001.0,12510,CAPTURA,LUIS ARTURO BARNETCHE VALDEZ,11/05/16,FISÍCA,JOSE ADAN MARISCAL LAGARDA,SONORA,CAJEME,CIUDAD OBREGON,18/08/2011,26018001.0,26018.0
5128,5129,2015,LUIS ARTURO BARNETCHE VALDEZ,,2609000845.0,SONORA,CAJEME,CIUDAD OBREGÓN," 94,320.00 ",26018.0,,12510,CAPTURA,LUIS ARTURO BARNETCHE VALDEZ,11/05/16,FISÍCA,JOSE ADAN MARISCAL LAGARDA,SONORA,CAJEME,CIUDAD OBREGON,18/08/2011,26018001.0,26018.0
1039,1040,2012,BARRA ROEL CECILIA,,2808007666.0,TAMAULIPAS,TAMPICO,TAMPICO,38000,28038.0,28038001.0,8771,CAPTURA,CECILIA  BARRA ROEL,18/03/12,FISÍCA,CECILIA  BARRA ROEL,TAMAULIPAS,,,18/03/2012,,
1040,1041,2012,BARRAZA RUIZ ERNESTO,,203010400.0,BAJA CALIFORNIA,ENSENADA,ENSENADA,70000,2001.0,2001001.0,15393,CAPTURA,ERNESTO BARRAZA RUIZ,28/11/14,FISÍCA,ERNESTO BARRAZA RUIZ,BAJA CALIFORNIA,ENSENADA,ENSENADA,18/08/2011,2001001.0,2001.0
1041,1042,2012,"BATURY ACUICOLA, S.A. DE C.V.",BAC9803312B3,2506000831.0,SINALOA,ANGOSTURA,ANGOSTURA,385000,25002.0,25002001.0,15269,ACUACULTURA,"BATURY ACUICOLA, S.A. DE C.V.",21/02/16,MORAL,JOSE PRUDENCIO URIAS LEYVA,SINALOA,ANGOSTURA,BATURY,18/08/2011,25002012.0,25002.0
1919,1920,2013,BATURY ACUICOLA SA DE CV,BAC9803312B3,2506000831.0,SINALOA,ANGOSTURA,BATURY,296990,25002.0,25002012.0,15269,ACUACULTURA,"BATURY ACUICOLA, S.A. DE C.V.",21/02/16,MORAL,JOSE PRUDENCIO URIAS LEYVA,SINALOA,ANGOSTURA,BATURY,18/08/2011,25002012.0,25002.0
4024,4025,2014,BATURY,,2506000831.0,SINALOA,ANGOSTURA,BATURY,3000,25002.0,25002012.0,15269,ACUACULTURA,"BATURY ACUICOLA, S.A. DE C.V.",21/02/16,MORAL,JOSE PRUDENCIO URIAS LEYVA,SINALOA,ANGOSTURA,BATURY,18/08/2011,25002012.0,25002.0
4713,4714,2015,BATURY,,2506000831.0,SINALOA,ANGOSTURA,BATURY," 276,500.00 ",25002.0,25002012.0,15269,ACUACULTURA,"BATURY ACUICOLA, S.A. DE C.V.",21/02/16,MORAL,JOSE PRUDENCIO URIAS LEYVA,SINALOA,ANGOSTURA,BATURY,18/08/2011,25002012.0,25002.0
1042,1043,2012,BEAN AB SC DE CV,BAB100218C67,2607603012.0,SONORA,PUERTO PEÑASCO,PUERTO PEÑASCO,734314,,,16679,CAPTURA,BEAN AB SC DE RL DE CV,27/04/17,MORAL,BENITO ANGULO ANGULO,SONORA,PUERTO PEÑASCO,PUERTO PEÑASCO,18/02/2010,,
1920,1921,2013,BEAN AB SC DE RL DE CV,BAB100218C67,2607603012.0,SONORA,PUERTO PEÑASCO,PUERTO PEÑASCO,345377.6,,,16679,CAPTURA,BEAN AB SC DE RL DE CV,27/04/17,MORAL,BENITO ANGULO ANGULO,SONORA,PUERTO PEÑASCO,PUERTO PEÑASCO,18/02/2010,,
1921,1922,2013,BEAN AB SC DE RL DE CV,BAB100218C67,2607603012.0,SONORA,PUERTO PEÑASCO,PUERTO PEÑASCO,444438,,,16679,CAPTURA,BEAN AB SC DE RL DE CV,27/04/17,MORAL,BENITO ANGULO ANGULO,SONORA,PUERTO PEÑASCO,PUERTO PEÑASCO,18/02/2010,,
1922,1923,2013,BEAN AB SC DE RL DE CV,BAB100218C67,2607603012.0,SONORA,PUERTO PEÑASCO,PUERTO PEÑASCO,365862.8,,,16679,CAPTURA,BEAN AB SC DE RL DE CV,27/04/17,MORAL,BENITO ANGULO ANGULO,SONORA,PUERTO PEÑASCO,PUERTO PEÑASCO,18/02/2010,,
4023,4024,2014,BEAN AB SC DE RL DE CV,,2607603012.0,SONORA,PUERTO PEÑASCO,PUERTO PEÑASCO,0,,,16679,CAPTURA,BEAN AB SC DE RL DE CV,27/04/17,MORAL,BENITO ANGULO ANGULO,SONORA,PUERTO PEÑASCO,PUERTO PEÑASCO,18/02/2010,,
5122,5123,2015,BEAN AB SC DE RL DE CV,,2607603012.0,SONORA,PUERTO PEÑASCO,PUERTO PEÑASCO," 1,064,014.40 ",,,16679,CAPTURA,BEAN AB SC DE RL DE CV,27/04/17,MORAL,BENITO ANGULO ANGULO,SONORA,PUERTO PEÑASCO,PUERTO PEÑASCO,18/02/2010,,
1043,1044,2012,"BEIFE, S.P.R.P. DE R.L.",BSR961014316,2501002279.0,SINALOA,NAVOLATO,ALTATA,196000,25018.0,25018006.0,15271,ACUACULTURA,BEIFE SPR DE RL,29/02/16,MORAL,MIGUEL BELTRAN FELIX,SINALOA,CULIACAN,CULIACAN ROSALES,18/08/2011,25006001.0,25006.0
1923,1924,2013,BEIFE S DE PR RL,BSR961014316,2501002279.0,SINALOA,CULIACAN,CULIACAN ROSALES,202920,25006.0,25006001.0,15271,ACUACULTURA,BEIFE SPR DE RL,29/02/16,MORAL,MIGUEL BELTRAN FELIX,SINALOA,CULIACAN,CULIACAN ROSALES,18/08/2011,25006001.0,25006.0
4029,4030,2014,"BEIFE, SPR DE RL",,2501002279.0,SINALOA,CULIACAN,CULIACAN ROSALES,3100,25006.0,25006001.0,15271,ACUACULTURA,BEIFE SPR DE RL,29/02/16,MORAL,MIGUEL BELTRAN FELIX,SINALOA,CULIACAN,CULIACAN ROSALES,18/08/2011,25006001.0,25006.0
4600,4601,2015,"BEIFE, SPR DE RL",,2501002279.0,SINALOA,CULIACÁN,CULIACÁN ROSALES," 176,000.00 ",,,15271,ACUACULTURA,BEIFE SPR DE RL,29/02/16,MORAL,MIGUEL BELTRAN FELIX,SINALOA,CULIACAN,CULIACAN ROSALES,18/08/2011,25006001.0,25006.0
1044,1045,2012,BELLO AGUILAR JESUS,,2808004895.0,TAMAULIPAS,TAMPICO,TAMPICO,486500,28038.0,28038001.0,11939,CAPTURA,JESUS BELLO AGUILAR,13/12/16,FISÍCA,JESUS BELLO AGUILAR,TAMAULIPAS,TAMPICO,TAMPICO,18/08/2011,28038001.0,28038.0
1924,1925,2013,BELLO AGUILAR JESUS,,2808004895.0,TAMAULIPAS,TAMPICO,TAMPICO,272790,28038.0,28038001.0,11939,CAPTURA,JESUS BELLO AGUILAR,13/12/16,FISÍCA,JESUS BELLO AGUILAR,TAMAULIPAS,TAMPICO,TAMPICO,18/08/2011,28038001.0,28038.0
1925,1926,2013,BELLO AGUILAR JESUS,,2808004895.0,TAMAULIPAS,TAMPICO,TAMPICO,176400,28038.0,28038001.0,11939,CAPTURA,JESUS BELLO AGUILAR,13/12/16,FISÍCA,JESUS BELLO AGUILAR,TAMAULIPAS,TAMPICO,TAMPICO,18/08/2011,28038001.0,28038.0
3695,3696,2014,JESUS BELLO AGUILAR,,2808004895.0,TAMAULIPAS,TAMPICO,TAMPICO,5150,28038.0,28038001.0,11939,CAPTURA,JESUS BELLO AGUILAR,13/12/16,FISÍCA,JESUS BELLO AGUILAR,TAMAULIPAS,TAMPICO,TAMPICO,18/08/2011,28038001.0,28038.0
5181,5182,2015,JESUS BELLO AGUILAR,,2808004895.0,TAMAULIPAS,TAMPICO,TAMPICO," 225,740.00 ",28038.0,28038001.0,11939,CAPTURA,JESUS BELLO AGUILAR,13/12/16,FISÍCA,JESUS BELLO AGUILAR,TAMAULIPAS,TAMPICO,TAMPICO,18/08/2011,28038001.0,28038.0
1045,1046,2012,BELLO ARELLANO CARLOS JESUS,,2808005058.0,TAMAULIPAS,TAMPICO,TAMPICO,572380,28038.0,28038001.0,10919,CAPTURA,CARLOS JESUS BELLO ARELLANO,18/08/11,FISÍCA,CARLOS JESUS BELLO ARELLANO,TAMAULIPAS,,,18/08/2011,,
1926,1927,2013,BELLO ARELLANO CARLOS JESUS,,2808005058.0,TAMAULIPAS,TAMPICO,TAMPICO,369600,28038.0,28038001.0,10919,CAPTURA,CARLOS JESUS BELLO ARELLANO,18/08/11,FISÍCA,CARLOS JESUS BELLO ARELLANO,TAMAULIPAS,,,18/08/2011,,
1927,1928,2013,BELLO ARELLANO CARLOS JESUS,,2808005058.0,TAMAULIPAS,TAMPICO,TAMPICO,325500,28038.0,28038001.0,10919,CAPTURA,CARLOS JESUS BELLO ARELLANO,18/08/11,FISÍCA,CARLOS JESUS BELLO ARELLANO,TAMAULIPAS,,,18/08/2011,,
3693,3694,2014,CARLOS JESUS BELLO ARELLANO,,2808005058.0,TAMAULIPAS,TAMPICO,TAMPICO,70499.07,28038.0,28038001.0,10919,CAPTURA,CARLOS JESUS BELLO ARELLANO,18/08/11,FISÍCA,CARLOS JESUS BELLO ARELLANO,TAMAULIPAS,,,18/08/2011,,
5184,5185,2015,CARLOS JESUS BELLO ARELLANO,,2808005058.0,TAMAULIPAS,TAMPICO,TAMPICO," 161,500.00 ",28038.0,28038001.0,10919,CAPTURA,CARLOS JESUS BELLO ARELLANO,18/08/11,FISÍCA,CARLOS JESUS BELLO ARELLANO,TAMAULIPAS,,,18/08/2011,,
1046,1047,2012,BELLO ARELLANO MARIA DELIA,,2808006551.0,TAMAULIPAS,TAMPICO,TAMPICO,259980,28038.0,28038001.0,12667,CAPTURA,MARIA DELIA BELLO ARELLANO,18/08/11,FISÍCA,MARIA DELIA BELLO ARELLANO,TAMAULIPAS,,,18/08/2011,,
1928,1929,2013,BELLO ARELLANO MARIA DELIA,,2808006551.0,TAMAULIPAS,TAMPICO,TAMPICO,55550,28038.0,28038001.0,12667,CAPTURA,MARIA DELIA BELLO ARELLANO,18/08/11,FISÍCA,MARIA DELIA BELLO ARELLANO,TAMAULIPAS,,,18/08/2011,,
3694,3695,2014,MARIA DELIA BELLO ARELLANO,,2808006551.0,TAMAULIPAS,TAMPICO,TAMPICO,20350,28038.0,28038001.0,12667,CAPTURA,MARIA DELIA BELLO ARELLANO,18/08/11,FISÍCA,MARIA DELIA BELLO ARELLANO,TAMAULIPAS,,,18/08/2011,,
5207,5208,2015,MARIA DELIA BELLO ARELLANO,,2808006551.0,TAMAULIPAS,TAMPICO,TAMPICO," 79,200.00 ",28038.0,28038001.0,12667,CAPTURA,MARIA DELIA BELLO ARELLANO,18/08/11,FISÍCA,MARIA DELIA BELLO ARELLANO,TAMAULIPAS,,,18/08/2011,,
1047,1048,2012,BENITEZ RIVAS MARIA CANDELARIA,,2508005226.0,SINALOA,MAZATLAN,MAZATLAN,222824,25012.0,25012001.0,12639,CAPTURA,MARIA CANDELARIA BENITEZ RIVAS,18/08/11,FISÍCA,MARIA CANDELARIA BENITEZ RIVAS,SINALOA,,,18/08/2011,,
1931,1932,2013,BENITEZ RIVAS MARIA CANDELARIA,,2508005226.0,SINALOA,MAZATLAN,MAZATLAN,114400,25012.0,25012001.0,12639,CAPTURA,MARIA CANDELARIA BENITEZ RIVAS,18/08/11,FISÍCA,MARIA CANDELARIA BENITEZ RIVAS,SINALOA,,,18/08/2011,,
3698,3699,2014,MARIA CANDELARIA BENITEZ RIVAS,,2508005226.0,SINALOA,MAZATLAN,MAZATLAN,0,25012.0,25012001.0,12639,CAPTURA,MARIA CANDELARIA BENITEZ RIVAS,18/08/11,FISÍCA,MARIA CANDELARIA BENITEZ RIVAS,SINALOA,,,18/08/2011,,
1048,1049,2012,BERBARDO ARELLANES CESAR,,2509001281.0,SINALOA,NAVOLATO,NAVOLATO,80000,25018.0,25018001.0,20884,ACUACULTURA,CESAR BERBARDO ARELLANES .,26/02/16,FISÍCA,CESAR BERBARDO ARELLANES,SINALOA,CULIACAN,CULIACAN ROSALES,01/06/1990,25006001.0,25006.0
1890,1891,2013,ARELLANES  CESAR BERBARDO,,2509001281.0,SINALOA,CULIACAN,CULIACAN ROSALES,40640,25006.0,25006001.0,20884,ACUACULTURA,CESAR BERBARDO ARELLANES .,26/02/16,FISÍCA,CESAR BERBARDO ARELLANES,SINALOA,CULIACAN,CULIACAN ROSALES,01/06/1990,25006001.0,25006.0
3677,3678,2014,CESAR BERBARDO ARELLANES,,2509001281.0,SINALOA,CULIACAN,EJIDO EL DIEZ,0,25006.0,250062442.0,20884,ACUACULTURA,CESAR BERBARDO ARELLANES .,26/02/16,FISÍCA,CESAR BERBARDO ARELLANES,SINALOA,CULIACAN,CULIACAN ROSALES,01/06/1990,25006001.0,25006.0
4939,4940,2015,CESAR BERBARDO ARELLANES .,,2509001281.0,SINALOA,CULIACÁN,EJIDO EL DIEZ," 12,480.00 ",,,20884,ACUACULTURA,CESAR BERBARDO ARELLANES .,26/02/16,FISÍCA,CESAR BERBARDO ARELLANES,SINALOA,CULIACAN,CULIACAN ROSALES,01/06/1990,25006001.0,25006.0
1049,1050,2012,BICHARA KAWAS RICARDO,,2306000841.0,QUINTANA ROO,BENITO JUAREZ,CANCUN,630000,23005.0,23005001.0,13524,CAPTURA,RICARDO BICHARA KAWAS,18/08/11,FISÍCA,RICARDO BICHARA KAWAS,QUINTANA ROO,,,18/08/2011,,
1932,1933,2013,BICHARA KAWAS RICARDO,,2306000841.0,QUINTANA ROO,BENITO JUAREZ,CANCUN,257350,23005.0,23005001.0,13524,CAPTURA,RICARDO BICHARA KAWAS,18/08/11,FISÍCA,RICARDO BICHARA KAWAS,QUINTANA ROO,,,18/08/2011,,
1933,1934,2013,BICHARA KAWAS RICARDO,,2306000841.0,QUINTANA ROO,BENITO JUAREZ,CANCUN,258100,23005.0,23005001.0,13524,CAPTURA,RICARDO BICHARA KAWAS,18/08/11,FISÍCA,RICARDO BICHARA KAWAS,QUINTANA ROO,,,18/08/2011,,
1934,1935,2013,BICHARA KAWAS RICARDO,,2306000841.0,QUINTANA ROO,BENITO JUAREZ,CANCUN,258100,23005.0,23005001.0,13524,CAPTURA,RICARDO BICHARA KAWAS,18/08/11,FISÍCA,RICARDO BICHARA KAWAS,QUINTANA ROO,,,18/08/2011,,
3699,3700,2014,RICARDO BICHARA KAWAS,,2306000841.0,QUINTANA ROO,BENITO JUAREZ,CANCUN,66600,23005.0,23005001.0,13524,CAPTURA,RICARDO BICHARA KAWAS,18/08/11,FISÍCA,RICARDO BICHARA KAWAS,QUINTANA ROO,,,18/08/2011,,
4594,4595,2015,RICARDO BICHARA KAWAS,,2306000841.0,QUINTANA ROO,BENITO JUÁREZ,CANCÚN," 348,000.00 ",,,13524,CAPTURA,RICARDO BICHARA KAWAS,18/08/11,FISÍCA,RICARDO BICHARA KAWAS,QUINTANA ROO,,,18/08/2011,,
1050,1051,2012,"BIOLOGIA MARINA, S.A. DE C.V.",BMA9806175L6,2501002535.0,SINALOA,CULIACAN,CULIACAN ROSALES,112000,25006.0,25006001.0,19869,ACUACULTURA,BIOLOGIA MARINA SA DE CV,09/02/16,MORAL,FABIAN GARCIA ZAMORA,SINALOA,CULIACAN,PENINSULA DE VILLAMOROS,17/06/1998,25006544.0,25006.0
1935,1936,2013,BIOLOGA MARINA SA DE CV,BMA9806175L6,2501002535.0,SINALOA,CULIACAN,PENINSULA DE VILLAMOROS,76400,25006.0,25006544.0,19869,ACUACULTURA,BIOLOGIA MARINA SA DE CV,09/02/16,MORAL,FABIAN GARCIA ZAMORA,SINALOA,CULIACAN,PENINSULA DE VILLAMOROS,17/06/1998,25006544.0,25006.0
4028,4029,2014,"BIOLOGIA MARINA, S.A. DE C.V.",,2501002535.0,SINALOA,CULIACAN,PENINSULA DE VILLAMOROS,4200,25006.0,25006544.0,19869,ACUACULTURA,BIOLOGIA MARINA SA DE CV,09/02/16,MORAL,FABIAN GARCIA ZAMORA,SINALOA,CULIACAN,PENINSULA DE VILLAMOROS,17/06/1998,25006544.0,25006.0
4608,4609,2015,"BIOLOGIA MARINA, S.A. DE C.V.",,2501002535.0,SINALOA,CULIACÁN,PENÍNSULA DE VILLAMOROS," 103,880.00 ",,,19869,ACUACULTURA,BIOLOGIA MARINA SA DE CV,09/02/16,MORAL,FABIAN GARCIA ZAMORA,SINALOA,CULIACAN,PENINSULA DE VILLAMOROS,17/06/1998,25006544.0,25006.0
1051,1052,2012,BLANCO ORTEGA SANTIAGO,,2701004919.0,TABASCO,CENTLA,FRONTERA,60000,27003.0,27003001.0,13714,CAPTURA,SANTIAGO BLANCO ORTEGA,03/03/17,FISÍCA,SANTIAGO BLANCO ORTEGA,TABASCO,CENTLA,FRONTERA,18/08/2011,27003001.0,27003.0
1052,1053,2012,BOVIO RIVERA ISIDORO ANGEL,,2701002566.0,TABASCO,CENTLA,FRONTERA,268934,27003.0,27003001.0,20064,CAPTURA,ISIDORO ANGEL BOVIO RIVERA,17/04/17,FISÍCA,ISIDORO ANGEL BOVIO RIVERA,TABASCO,CENTLA,FRONTERA,12/09/1997,27003001.0,27003.0
1941,1942,2013,BOVIO RIVERA ISIDORO ANGEL,,2701002566.0,TABASCO,CENTLA,FRONTERA,104387.5,27003.0,27003001.0,20064,CAPTURA,ISIDORO ANGEL BOVIO RIVERA,17/04/17,FISÍCA,ISIDORO ANGEL BOVIO RIVERA,TABASCO,CENTLA,FRONTERA,12/09/1997,27003001.0,27003.0
1942,1943,2013,BOVIO RIVERA ISIDORO ANGEL,,2701002566.0,TABASCO,CENTLA,FRONTERA,54900,27003.0,27003001.0,20064,CAPTURA,ISIDORO ANGEL BOVIO RIVERA,17/04/17,FISÍCA,ISIDORO ANGEL BOVIO RIVERA,TABASCO,CENTLA,FRONTERA,12/09/1997,27003001.0,27003.0
1943,1944,2013,BOVIO RIVERA ISIDORO ANGEL,,2701002566.0,TABASCO,CENTLA,FRONTERA,104387.5,27003.0,27003001.0,20064,CAPTURA,ISIDORO ANGEL BOVIO RIVERA,17/04/17,FISÍCA,ISIDORO ANGEL BOVIO RIVERA,TABASCO,CENTLA,FRONTERA,12/09/1997,27003001.0,27003.0
1944,1945,2013,BOVIO RIVERA ISIDORO ANGEL,,2701002566.0,TABASCO,CENTLA,FRONTERA,53580,27003.0,27003001.0,20064,CAPTURA,ISIDORO ANGEL BOVIO RIVERA,17/04/17,FISÍCA,ISIDORO ANGEL BOVIO RIVERA,TABASCO,CENTLA,FRONTERA,12/09/1997,27003001.0,27003.0
3701,3702,2014,ISIDORO ANGEL BOVIO RIVERA,,2701002566.0,TABASCO,CENTLA,FRONTERA,18880,27003.0,27003001.0,20064,CAPTURA,ISIDORO ANGEL BOVIO RIVERA,17/04/17,FISÍCA,ISIDORO ANGEL BOVIO RIVERA,TABASCO,CENTLA,FRONTERA,12/09/1997,27003001.0,27003.0
