main_ID,Ano,Beneficiario,RFC,RNPA,Estado,Municipio,Localidad,Monto
,2012,ALDAPE LUENGAS FERNANDO,,2808004598,TAMAULIPAS,TAMPICO,TAMPICO,226520
,2012,"ALMACENES CONGELADOS, S.A. DE C.V.",ACO820428333,2508005069,SINALOA,MAZATLAN,MAZATLAN,1302336
,2012,ALONZO MORALES JOSE DE JESUS,,3105002384,YUCATAN,PROGRESO,PROGRESO,1367000
,2012,ALONZO MORALES LUIS MARTIN DE JESUS,,3105003168,YUCATAN,PROGRESO,PROGRESO,1251600
,2012,ALVAREZ MONTES HECTOR MANUEL,,2604006672,SONORA,GUAYMAS,SONORA,473480
,2012,"AMANECER ACUICOLA, S.A. DE C.V.",AAC021204LS9,2506000971,SINALOA,ANGOSTURA,ANGOSTURA,320000
,2012,AMAYA ANGULO FRANCISCO EUGENIO,,2607003312,SONORA,PUERTO PEÑASCO,PUERTO PEÑASCO,160000
,2012,ANGULO ANGULO MIGUEL ANGEL,,2607004369,SONORA,PUERTO PEÑASCO,PUERTO PEÑASCO,354200
,2012,ANGULO GUTIERREZ JOSE ENRRIQUE,,2505002721,SINALOA,GUASAVE,EL BURRION,782600
,2012,APPEDOLE BARRERA JORGE,,2808004220,TAMAULIPAS,TAMPICO,TAMPICO,1232980
,2012,"AQUACTIVA, S.A. DE C.V.",AQU0001178I2,2611000932,SONORA,HERMOSILLO,HERMOSILLO,297600
,2012,"AQUACULTIVOS DE KINO, S.A. DE C.V.",AKI031111MF1,2611001112,SONORA,HERMOSILLO,HERMOSILLO,539000
,2012,"AQUACULTURA SANTA FE, S.A. DE C.V.",ASF030911CL8,2605001276,SONORA,HERMOSILLO,HERMOSILLO,350000
,2012,"AQUAINDUSTRIAS, S.A. DE C.V.",AIN0207029P3,2501003301,SINALOA,CULIACAN,CULIACAN ROSALES,258400
,2012,"AQUASOLES, S.A. DE C.V.",AQU990813T7A,2602005486,SONORA,CAJEME,CIUDAD OBREGON,624800
,2012,"AQUATOP, S.P.R. DE R.L.",AQU041030NN9,2602006690,SONORA,CAJEME,CIUDAD OBREGON,80000
,2012,ARELLANO ARAUJO ELEAZAR,,2511003051,SINALOA,AHOME,LOS MOCHIS,275800
,2012,ARIAS DE LA CRUZ MIGUEL,,402006282,CAMPECHE,CARMEN,NINGUNO,226520
,2012,"ARMADORA RODRIGUEZ, S.A DE C.V.",ARO070928TR6,2808007492,TAMAULIPAS,TAMPICO,TAMPICO,591980
,2012,"ARMADORES INTERNACIONALES, S.A. DE C.V.",AIN911206757,401002910,CAMPECHE,CAMPECHE,SAN FRANCISCO DE CAMPECHE,849540
,2012,"ARMADORES MARION, S.A. DE C.V.",AMA960506ID4,2808006130,TAMAULIPAS,TAMPICO,TAMPICO,316500
,2012,ARMENTA APODACA CARLOS RAMON,,2511003028,SINALOA,AHOME,LOS MOCHIS,448520
,2012,"ASTUR NAVIERA, S.A. DE C.V.",ANA980122M26,2808002758,TAMAULIPAS,TAMPICO,TAMPICO,696480
,2012,"ATUNERA PENINSULAR, S.A. DE C.V.",APE851031P51,203004783,BAJA CALIFORNIA,ENSENADA,ENSENADA,1892660
,2012,"ATUNEROS UNIDOS DE CALIFORNIA, S.A. DE C.V.",AUC980316GC5,203012471,SINALOA,MAZATLAN,MAZATLAN,3379916
,2012,AUICOLA SINAMEX SC RL CV,ASI031008LG7,2505003281,SINALOA,GUASAVE,TIERRA Y LIBERTAD,308000
,2012,"AVANCE ACUICOLA, S.A. DE C.V.",AAC060314AE3,2505003323,SINALOA,GUASAVE,GUASAVE,230400
,2012,AVILA ARGAEZ CARLOS ALONSO,,402006522,CAMPECHE,CARMEN,CIUDAD DEL CARMEN,248500
,2012,AVILA MELJEN YAMEL,,203127170,BAJA CALIFORNIA,ENSENADA,ENSENADA,333200
,2012,AVILA MERCADO RICARDO IVAN,,2609003617,SONORA,ACONCHI,ACONCHI,147000
,2012,"AZTECA SHRIMP, S.A. DE C.V.",ASH0208123L3,2507002589,SINALOA,AHOME,LOS MOCHIS,500000
,2012,BAHIA T S DE R.L. DE C.V.,BTX001207T85,2505002689,SINALOA,GUASAVE,EL TORTUGO,160000
,2012,"BAJA AQUA FARMS, S.A. DE C.V.",BAF991209B16,208001321,BAJA CALIFORNIA,ENSENADA,EL SAUZAL DE RODRIGUEZ,5431876
,2012,BARNETCHE VALDEZ GERARDO,,2609003526,SONORA,CAJEME,CIUDAD OBREGON,372400
,2012,BARNETCHE VALDEZ HECTOR JAVIER,,2609000753,SONORA,CAJEME,CIUDAD OBREGON,427000
,2012,BARNETCHE VALDEZ LUIS ARTURO,,2609000845,SONORA,CAJEME,CIUDAD OBREGON,232400
,2012,BARRA ROEL CECILIA,,2808007666,TAMAULIPAS,TAMPICO,TAMPICO,38000
,2012,BARRAZA RUIZ ERNESTO,,203010400,BAJA CALIFORNIA,ENSENADA,ENSENADA,70000
,2012,"BATURY ACUICOLA, S.A. DE C.V.",BAC9803312B3,2506000831,SINALOA,ANGOSTURA,ANGOSTURA,385000
,2012,BEAN AB SC DE CV,BAB100218C67,2607603012,SONORA,PUERTO PEÑASCO,PUERTO PEÑASCO,734314
,2012,"BEIFE, S.P.R.P. DE R.L.",BSR961014316,2501002279,SINALOA,NAVOLATO,ALTATA,196000
,2012,BELLO AGUILAR JESUS,,2808004895,TAMAULIPAS,TAMPICO,TAMPICO,486500
,2012,BELLO ARELLANO CARLOS JESUS,,2808005058,TAMAULIPAS,TAMPICO,TAMPICO,572380
,2012,BELLO ARELLANO MARIA DELIA,,2808006551,TAMAULIPAS,TAMPICO,TAMPICO,259980
,2012,BENITEZ RIVAS MARIA CANDELARIA,,2508005226,SINALOA,MAZATLAN,MAZATLAN,222824
,2012,BERBARDO ARELLANES CESAR,,2509001281,SINALOA,NAVOLATO,NAVOLATO,80000
,2012,BICHARA KAWAS RICARDO,,2306000841,QUINTANA ROO,BENITO JUAREZ,CANCUN,630000
,2012,"BIOLOGIA MARINA, S.A. DE C.V.",BMA9806175L6,2501002535,SINALOA,CULIACAN,CULIACAN ROSALES,112000
,2012,BLANCO ORTEGA SANTIAGO,,2701004919,TABASCO,CENTLA,FRONTERA,60000
,2012,BOVIO RIVERA ISIDORO ANGEL,,2701002566,TABASCO,CENTLA,FRONTERA,268934
,2012,BRICEÑO RIVERO JOSE EDUARDO,,3105004786,YUCATAN,PROGRESO,PROGRESO,70000
,2012,BULNES ZURITA FELIPE GUSTAVO,,2701003911,TABASCO,CENTLA,FRONTERA,340000
,2012,BUSTAMANTE ENCINAS CARLOS,,2607003015,SONORA,PUERTO PEÑASCO,PUERTO PEÑASCO,200000
,2012,C.T.S. BAIT CO. S.A. DE C.V.,CBA060426RL0,302001235,BAJA CALIFORNIA SUR,LOS CABOS,PANAMA,336490
,2012,CABANILLAS  JOSE MANUEL,,2501003723,SINALOA,CULIACAN,CULIACAN ROSALES,80000
,2012,CABRALES DELGADO ELIAT,,203013875,BAJA CALIFORNIA,ENSENADA,ENSENADA,308000
,2012,CAMARICULTORES  III S.A DE C.V,CCI950703C74,2501002188,SINALOA,CULIACAN,COSPITA,130000
,2012,"CAMARONERA CRUZ DEL NARANJERO, S.A. DE C.V.",GCC911118FA4,2510000637,SINALOA,ROSARIO,CHAMETLA,246400
,2012,"CAMARONERA DEL CARIBE, S.A. DE C.V.",CCA920220FP5,2305000495,QUINTANA ROO,BENITO JUAREZ,CANCUN,200000
,2012,"CAMARONERA PALMASOLA, S.A. DE C.V.",CPA930527DP1,2808005082,TAMAULIPAS,TAMPICO,TAMPICO,857220
,2012,CAMARONERA SAN JUAN SA DE CV,CSJ100226C31,2505004305,SINALOA,GUASAVE,CASA BLANCA,160000
,2012,"CAMARONES DEL HUITUSSI, S.C. DE R.L. DE C.V.",CHU051207184,2505003364,SINALOA,GUASAVE,GUASAVE,86000
,2012,"CAMARONICULTORES DE SONORA, S.P.R. DE R.L.",CSO020419SL4,2602006393,SONORA,CAJEME,CIUDAD OBREGON,259200
,2012,"CAMPECHE PRODUCE, S.A. DE C.V.",CPR000306557,404001802,CAMPECHE,CHAMPOTON,VILLAMAR,80000
,2012,CAMPOS ZURITA CRISTINA,,1805001615,NAYARIT,ROSAMORADA,PERICOS,8000
,2012,CARDEÑA Y ESCALANTE JOSE DE LOS SANTOS,,3105004760,YUCATAN,PROGRESO,PROGRESO,72000
,2012,CARDENAS ESPARZA JOSE MANUEL,,2508010234,SINALOA,MAZATLAN,MAZATLAN,215194
,2012,CARRANDI GAMBOA FRANCISCO,,3011010471,TABASCO,CENTLA,FRONTERA,95094
,2012,CARREON HIGUERA ROSA MARIA,,2604006003,SONORA,GUAYMAS,NINGUNO,259980
,2012,CARRILLO AGUILERA MARCO ANTONIO,,2808005041,TAMAULIPAS,TAMPICO,TAMPICO,1386940
,2012,CARRILLO Y COVARRUBIAS SALVADOR,,2808005033,TAMAULIPAS,TAMPICO,TAMPICO,246000
,2012,CASTRO RAMIREZ EDUARDO OCTAVIO,,2509001935,SINALOA,NAVOLATO,NAVOLATO,140000
,2012,CASTRO RUBIO FRANCISCA ELIGIA,,2604008074,SONORA,GUAYMAS,SAN JOSE DE GUAYMAS,333200
,2012,CEBALLOS ALEJANDRE MONICA PATRICIA,,401002985,CAMPECHE,CAMPECHE,SAN FRANCISCO DE CAMPECHE,746480
,2012,CEBALLOS FUENTES LAUREANO JESUS,,401002837,CAMPECHE,CAMPECHE,SAN FRANCISCO DE CAMPECHE,486500
,2012,CEJA GARAY TITO,,1805001557,NAYARIT,ROSAMORADA,PERICOS,14000
,2012,CERDA ORTIZ YOLANDA,,2511002079,SINALOA,AHOME,LOS MOCHIS,423500
,2012,CERDA TORRES FRANCISCO,,2501005032,SINALOA,CULIACAN,CULIACAN ROSALES,58000
,2012,CERVANTES VAZQUEZ PEDRO,,203013818,BAJA CALIFORNIA,ENSENADA,ENSENADA,36000
,2012,CERVANTES ZUÑIGA DALIA,,2604007845,SONORA,GUAYMAS,SAN JOSE DE GUAYMAS,976888
,2012,"CIP CAMARONERA E INDUSTRIAS DE PEÑASCO, S.A. DE C.V.",CCE080528GX6,2607004450,SONORA,PUERTO PEÑASCO,PUERTO PEÑASCO,3016734
,2012,"COMERCIALIZACIÓN Y CAPTURA HERMANOS RUIZ GIL, S.A. DE C.V.",CCH9412288N6,402004618,CAMPECHE,CARMEN,NINGUNO,779520
,2012,"COMERCIALIZADORA DE MARISCOS MAZTAM, S.A. DE C.V.",CMM0704242D7,2508011810,SINALOA,MAZATLAN,MAZATLAN,235194
,2012,"COMEXTUN, S.A DE C.V.",COM971028BU7,203111746,SONORA,GUAYMAS,HEROICA GUAYMAS,4760140
,2012,"COMO VA LA PESCA, S.A. DE C.V.",CVP961213AX7,2508008733,SINALOA,MAZATLAN,MAZATLAN,246980
,2012,"COMPAÑÍA ATUNERA SANTA CLARA, S.A. DE C.V.",ASC800204RY4,203004817,SINALOA,MAZATLAN,MAZATLAN,1459920
,2012,"COMPAÑIA PESQUERA MEXICANA, S.A. DE C.V",PME000720PYO,3011012345,VERACRUZ DE IGNACIO DE LA LLAVE,BOCA DEL RIO,BOCA DEL RIO,226520
,2012,"COMPAÑÍA PESQUERA MZT, S.A. DE C.V.",PMZ031210G48,2508014681,SINALOA,MAZATLAN,MAZATLAN,156000
,2012,"CONGELADORA Y EXPORTADORA KARIKE, S.A. DE C.V.",CEK070818Q92,2508014764,SINALOA,MAZATLAN,MAZATLAN,391300
,2012,CONSORCIO PESQUERO DEL GOLFO,CPG030422UX0,3003005919,VERACRUZ DE IGNACIO DE LA LLAVE,COATZACOALCOS,COATZACOALCOS,2568980
,2012,"COOP. DE PROD. PESQ. DE B Y S JAIVEROS DE LA LAGUNA, S.C.L. DE C.V.",PPB9608121R3,402005888,CAMPECHE,CARMEN,CIUDAD DEL CARMEN,531734
,2012,"COOP.PESQ. BAHIA PTO. VIEJO, S.C. DE R.L.",PBP9804281F1,2508009160,SINALOA,MAZATLAN,MAZATLAN,430388
,2012,"CORPORACION PESQUERA CAMPECHANA, S.A. DE C.V.",CPC9009184E0,401002944,CAMPECHE,CAMPECHE,SAN FRANCISCO DE CAMPECHE,533040
,2012,"CORPORATIVO ATUNERO SCORPIO, S.A. DE.C.V.",CAS030729HRA,3010002917,VERACRUZ DE IGNACIO DE LA LLAVE,TUXPAN,TUXPAM DE RODRIGUEZ CANO,522422
,2012,CORRALES DIAZ JESUS MANUEL,,2511003044,SINALOA,AHOME,LOS MOCHIS,349000
,2012,CORTES GONGORA JOSE ISABEL,,3105005668,YUCATAN,PROGRESO,PROGRESO,36000
,2012,CORTES RODRIGUEZ JOSE ISABEL,,3105005833,YUCATAN,PROGRESO,PROGRESO,60000
,2012,CORTES RODRIGUEZ LUIS ALBERTO,,3105006047,YUCATAN,PROGRESO,PROGRESO,32000
,2012,CORTES Y GONGORA MANUEL JESUS,,3105005965,YUCATAN,PROGRESO,PROGRESO,15000
,2012,COUOH GUTIERREZ EDUARDO,,2808004564,TAMAULIPAS,TAMPICO,TAMPICO,276500
,2012,"CRUSTACEO DE ORO, S.P.R. DE R.L.",COR991223311,2602006500,SONORA,CAJEME,CIUDAD OBREGON,219200
,2012,"CRUSTACEOS DE EL CASTILLO, S.A. DE C.V.",CCA930419996,2508010176,SINALOA,MAZATLAN,MAZATLAN,80000
,2012,CRUZ GARCIA GERARDO,,3001007941,VERACRUZ DE IGNACIO DE LA LLAVE,ALVARADO,ALVARADO,453040
,2012,CULTIVADORES DE LAS MARISMAS,SCP850812UGA,2504000809,SINALOA,ESCUINAPA,ESCUINAPA DE HIDALGO,120000
,2012,"DC ACUICOLA, S.A. DE C.V.",DAC0808267T6,2602007268,SONORA,CAJEME,CIUDAD OBREGON,136000
,2012,DE CIMA DWORAK LORENZO,,2604006458,SONORA,GUAYMAS,HEROICA GUAYMAS,531734
,2012,DE LA VARA ROBLES MOISES,,2808007393,TAMAULIPAS,CIUDAD MADERO,CIUDAD MADERO,232400
,2012,DE POO GONZALEZ ALBERTO EMILIO,,2808000976,TAMAULIPAS,TAMPICO,TAMPICO,280000
,2012,"DENEBOLA, S.A. DE C.V.",DEN920827JJA,203014741,BAJA CALIFORNIA,ENSENADA,ENSENADA,314000
,2012,DERAT ROCHA JOSE LORENZO,,2501004119,SINALOA,CULIACAN,CULIACAN ROSALES,100000
,2012,"DESARROLLO 20 DE OCTUBRE, S.C. DE R.L.",DVO031028938,2501003525,SINALOA,CULIACAN,CULIACAN ROSALES,140000
,2012,"DESARROLLO ACUICOLA ALTAMURA, S.C. DE R.L.",DAA070929AA3,2509002099,SINALOA,NAVOLATO,NAVOLATO,190000
,2012,"DESARROLLO ACUICOLA ASTORGA, S.A. DE C.V.",DAA970228SS5,2509001232,SINALOA,CULIACAN,CULIACANCITO,239602
,2012,"DESARROLLOS ACUICOLA BOJORQUEZ, S.A. DE C.V.",DAB000925DY6,2506000864,SINALOA,ANGOSTURA,BATURY,294000
,2012,"DIATOMEA NEGRA, S.P.R. DE R.L.",DNE0610102R3,1803001070,NAYARIT,ACAPONETA,VALLE DE LA URRACA (EL CABILDO),120000
,2012,DIAZ VEGA SAUL GABRIEL,,2511001691,SINALOA,AHOME,LOS MOCHIS,213500
,2012,DIB TREJO YUSEF ANSELMO,,3105003485,YUCATAN,PROGRESO,PROGRESO,169000
,2012,"DIOS Y HOMBRE, S.A. DE C.V.",DHO971205V31,2508009202,SINALOA,MAZATLAN,MAZATLAN,461994
,2012,"DISTRIBUIDORA DE MARISCOS DEL SUR, S.A. DE C.V.",DMS740314UCA,705002988,CHIAPAS,TAPACHULA,PUERTO MADERO (SAN BENITO),220780
,2012,"DORADO DEL GOLFO, S.A. DE C.V.",DGO9808272GA,3010002800,VERACRUZ DE IGNACIO DE LA LLAVE,TUXPAN,TUXPAM DE RODRIGUEZ CANO,415194
,2012,"DOS CORONAS Y CUATRO BANDERAS, S.A. DE C.V.",DCC971113UX4,2508009210,SINALOA,MAZATLAN,MAZATLAN,493960
,2012,DUARTE SANCHEZ MIGUEL BERNABE,,3105005981,YUCATAN,PROGRESO,PROGRESO,141012
,2012,ECHAVARRIA GAXIOLA JORGE ORLANDO,,2501005025,SINALOA,CULIACAN,CULIACAN ROSALES,192000
,2012,"ECOCAMPOS ACUICOLAS, S.C. DE R.L. DE C.V.",EAC060301UW3,2507003966,SINALOA,AHOME,LOS MOCHIS,100000
,2012,"ECOSHRIMP SUPPLY, S.A. DE C.V.",ESU080422H14,2507004766,SINALOA,AHOME,LOS MOCHIS,120000
,2012,"EL CAMARON DORADO, S.A. DE C.V.",CDO9003052S9,2609001033,SONORA,CAJEME,CIUDAD OBREGON,1345200
,2012,"EL CAMARON SUREÑO, S.P.R. DE R.L.",CSU000525U28,305006363,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,347200
,2012,"EL PUERTO DEL CONCHAL, S.C. DE R.L. DE C.V.",PCO031017FH2,2501003772,SINALOA,CULIACAN,CULIACAN ROSALES,194000
,2012,"EMBARCACIONES GOLFO DE CALIFORNIA, S.A DE C.V.",EGC930303KM4,2604008165,SONORA,GUAYMAS,NINGUNO,1577940
,2012,"EMPRESA CEJA, S.A. DE C.V.",ECE9809058N0,2505002325,SINALOA,GUASAVE,GUASAVE,60000
,2012,"ENSENADA DE SANTA MARIA, S.C. DE R.L. DE C.V.",ESM030512RP6,2511002145,SINALOA,AHOME,LOS MOCHIS,180000
,2012,ESCOBEDO MONTAÑO GREGORIO,,2607004393,SONORA,PUERTO PEÑASCO,PUERTO PEÑASCO,200000
,2012,ESPINOZA GUTIERREZ RODOLFO,,2507002406,SINALOA,AHOME,LOS MOCHIS,276500
,2012,ESPINOZA MENDIVIL TERESITA DE JESUS,,2604004883,SONORA,HUATABAMPO,AREA COMERCIAL LOS TOLTECAS,1234714
,2012,"EUROPESCA, S.A. DE C.V.",EUR050217DQ4,2508011240,SINALOA,MAZATLAN,MAZATLAN,2060880
,2012,"EXPLOTACION ACUICOLA DEL PACIFICO, S.S.S.",EAP940908CD7,2507001226,SINALOA,GUASAVE,MAXIMILIANO R. LOPEZ (EL POCHOTE),308000
,2012,"FAUNA MARINA CAPTURA Y COMERCIALIZACION DE MARISCOS, S.A. DE C.V.",FMC940120SD0,2005003260,OAXACA,SALINA CRUZ,SALINA CRUZ,226520
,2012,"FAUNAMAR, S.A. DE C.V.",FAU920601KJ4,2801000676,TAMAULIPAS,ALDAMA,ALDAMA,184000
,2012,FERNANDEZ CABRERA NICANOR,,2808000885,TAMAULIPAS,TAMPICO,TAMPICO,533040
,2012,FERNANDEZ MARCOS ALEJANDRO,,2801000858,TAMAULIPAS,TAMPICO,TAMPICO,80000
,2012,FERNANDEZ MORALES JOSE ISMAEL,,2808004283,TAMAULIPAS,TAMPICO,TAMPICO,747700
,2012,FERNANDEZ SANCHEZ RENE SERGIO,,2808004341,TAMAULIPAS,TAMPICO,TAMPICO,276500
,2012,"FINCA DOÑA LUISA, S. DE R.L. DE C.V.",FDL020225F64,2507002838,SINALOA,GUASAVE,GUASAVE,264000
,2012,FLORES CANTU ANTONIO CESAR,,2808007336,TAMAULIPAS,TAMPICO,TAMPICO,188000
,2012,FLORES CANTU JOSE GERARDO,,2808006387,TAMAULIPAS,TAMPICO,TAMPICO,192000
,2012,FLORES MARTINEZ JOSE MARIA,,2808004986,TAMAULIPAS,TAMPICO,TAMPICO,226520
,2012,"FRANCISCO VARGAS SANCHEZ, S.P.R. DE R.I",FVS000727615,2505002655,SINALOA,GUASAVE,GUASAVE,150000
,2012,"FREDDIE AVILA, S.A. DE C.V.",FAV940614HM8,2508007073,SINALOA,MAZATLAN,MAZATLAN,1355880
,2012,FREGOSO URIAS AARON IGNACIO,,2508014533,SINALOA,MAZATLAN,MAZATLAN,173614
,2012,FUENTES AVILA JORGE ALBER,,3105005155,YUCATAN,PROGRESO,PROGRESO,71840
,2012,GANEM VARGAS JUAN RAMON,,3010002313,VERACRUZ DE IGNACIO DE LA LLAVE,TUXPAN,TUXPILLA,435974
,2012,GARCIA AGUILAR RAFAEL,,2808006718,TAMAULIPAS,TAMPICO,TAMPICO,226520
,2012,GARCIA ARJONA FERMIN AQUILES,,402006555,CAMPECHE,CARMEN,CIUDAD DEL CARMEN,333200
,2012,GARCIA ASTORGA JOSE DE JESUS,,2607002181,SONORA,PUERTO PEÑASCO,PUERTO PEÑASCO,215194
,2012,GARCIA GAXIOLA JULIAN,,2508004971,SINALOA,MAZATLAN,MAZATLAN,1100000
,2012,GARCIA HERNANDEZ JUVENTINO,,3001009434,VERACRUZ DE IGNACIO DE LA LLAVE,ALVARADO,ALVARADO,292600
,2012,GARZA GARCIA JORGE LUIS,,2808004887,TAMAULIPAS,TAMPICO,TAMPICO,226520
,2012,GASTELUM COTA ENEDINA,,2604008082,SONORA,GUAYMAS,SAN JOSE DE GUAYMAS,259980
,2012,"GENERAL DE PESCA, S.A. DE C.V.",GPE730207IY3,2508006208,SINALOA,MAZATLAN,MAZATLAN,1296828
,2012,"GENITECH, S.A. DE C.V.",GEN0105092Q8,2605001094,SONORA,CAJEME,CIUDAD OBREGON,3000000
,2012,"GEOMAR PESQUERA, S.A. DE C.V.",GPE020305EX2,2604011409,SONORA,GUAYMAS,HEROICA GUAYMAS,2707120
,2012,"GEZ ACUICOLA, S.P.R. DE R.L.",GAC000119910,2609002148,SONORA,CAJEME,PROVIDENCIA,384000
,2012,GOMEZ VALLADARES PEDRO,,2808005579,TAMAULIPAS,TAMPICO,TAMPICO,199500
,2012,GOMEZ ZETINA FELIPE,,3105004992,YUCATAN,PROGRESO,PROGRESO,117040
,2012,GONZALEZ ARANDA LUIS,,2808001503,TAMAULIPAS,TAMPICO,TAMPICO,3531960
,2012,GONZALEZ ARANDA QUINTIN GERARDO,,2808006734,TAMAULIPAS,CIUDAD MADERO,CIUDAD MADERO,226520
,2012,GONZALEZ ARANDA TERESA DE JESUS,,2808006247,TAMAULIPAS,TAMPICO,TAMPICO,226520
,2012,GONZALEZ ARRIAGA EDGARDO,,2808005629,TAMAULIPAS,CIUDAD MADERO,CIUDAD MADERO,623020
,2012,GONZALEZ ARRIAGA MARLEN,,2808006270,TAMAULIPAS,TAMPICO,TAMPICO,786240
,2012,GONZALEZ MACIAS HUGO ALBERTO,,2607004179,SONORA,PUERTO PEÑASCO,PUERTO PEÑASCO,277970
,2012,GONZALEZ MACIAS JORGE OCTAVIO,,2607003874,SONORA,PUERTO PEÑASCO,PUERTO PEÑASCO,215194
,2012,GONZALEZ MEJIA GUILLERMO,,2808005702,TAMAULIPAS,TAMPICO,TAMPICO,453040
,2012,GONZALEZ MEJIA LUIS,,2808002790,TAMAULIPAS,TAMPICO,TAMPICO,713020
,2012,GONZALEZ MOJARRO FIDENCIO,,2607002835,SONORA,PUERTO PEÑASCO,PUERTO PEÑASCO,215194
,2012,"GOSAMAR, S.A. DE C.V.",GOS0806245S4,705003309,CHIAPAS,TAPACHULA,PUERTO MADERO (SAN BENITO),130194
,2012,"GRANJA ACUICOLA FINISTERRE, S.A. DE C.V.",GAF0001142U6,2505002671,SINALOA,SALVADOR ALVARADO,GUAMUCHIL,287000
,2012,GRANJA ACUICOLA GABRIELA SA DE CV,GAK110906RD0,2501006601,SINALOA,CULIACAN,CULIACAN ROSALES,120000
,2012,"GRANJA ACUICOLA LOS 2 AMIGOS, S.P.R. DE R.L.",GAD060814M39,1803001047,NAYARIT,ACAPONETA,VALLE DE LA URRACA (EL CABILDO),24000
,2012,"GRANJA ACUICOLA MARIA ESPERANZA, S.P.R. DE R.L.",GAM9910084Q4,2501003822,SINALOA,CULIACAN,CULIACAN ROSALES,80000
,2012,"GRANJA CAMARONERA SAN ESTEBAN, S.A. DE C.V.",GCS070209ME5,2507004253,SINALOA,AHOME,LOS MOCHIS,172800
,2012,"GRANJA OJAI, S.A. DE C.V.",GOJ9607224R2,2611000940,SONORA,CAJEME,CIUDAD OBREGON,1590400
,2012,"GRANJAS ACUICOLAS EL PATAGON, S.A. DE C.V.",GAP9106196U9,2509000937,SINALOA,CULIACAN,CULIACAN ROSALES,480000
,2012,"GRANJAS AQUANOVA, S.A. DE C.V.",GAQ9106145FA,2611002250,SONORA,HERMOSILLO,HERMOSILLO,520000
,2012,"GRANJAS MANRINA DE SINALOA, S.A. DE C.V.",GMS030813UZ4,305006439,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,492800
,2012,"GRANJAS RIO AZUL, S.A. DE C.V.",GRA030428EE2,2609002460,SONORA,CAJEME,CIUDAD OBREGON,200000
,2012,"GRANJAS SANTA MARGARITA, S.A. DE C.V.",GSM790604JX5,2602002210,SONORA,CAJEME,CIUDAD OBREGON,801400
,2012,"GRUPO ACUICOLA ANGULO, S.P.R. DE R.L.",GAA060704LU8,2507004519,SINALOA,AHOME,LOS MOCHIS,225600
,2012,"GRUPO ACUICOLA BRUMAR, S. DE R.L. DE C.V.",GAB101129RK4,2501005926,SINALOA,CULIACAN,CULIACAN ROSALES,78000
,2012,"GRUPO ACUICOLA SANTA FE, S.A. DE C.V.",GAS010201V14,2507002455,SINALOA,AHOME,LOS MOCHIS,240000
,2012,"GRUPO ACUICOLA SCHULTZ, S.P.R. DE R.L.",GAS060131580,2501004010,SINALOA,CULIACAN,CULIACAN ROSALES,80000
,2012,"GRUPO BANAMEI, S.A. DE C.V.",GBA021125QG1,2501003483,SINALOA,CULIACAN,CULIACAN ROSALES,240000
,2012,"GRUPO INDUSTRIAL ASOCIADO, S.A. DE C.V.",GIA9110254R1,2808006866,TAMAULIPAS,TAMPICO,TAMPICO,3205398
,2012,"GRUPO INVERSIONISTA DEL SURESTE, S.A. DE C.V.",GIS040512TQ6,401005012,CAMPECHE,CARMEN,LA CONCORDIA,1459500
,2012,"GRUPO PESQUERO R&A, S.A. DE C.V.",GPR011217IZ3,2808006858,TAMAULIPAS,TAMPICO,TAMPICO,2079680
,2012,GRUPO PESUQERO OIMPUS  SA DE CV,GPO100430725,402006571,CAMPECHE,CARMEN,CIUDAD DEL CARMEN,1344980
,2012,"GUAYMAR ACUICOLA, S.A DE C.V.",GMA070123CT4,2605001417,SONORA,HERMOSILLO,EJIDO NUEVO SAN MIGUEL,1330000
,2012,GUEVARA RUIZ OLGA BERTHA,,2808006833,TAMAULIPAS,TAMPICO,TAMPICO,960700
,2012,GUTIERREZ AGUILAR JESUS MANUEL,,3105002749,YUCATAN,PROGRESO,PROGRESO,223264
,2012,GUTIERREZ SOSA JUAN JAVIER,,2808007500,TAMAULIPAS,TAMPICO,TAMPICO,226520
,2012,GUTIERREZ YERBES CONCEPCION,,2808006619,TAMAULIPAS,TAMPICO,TAMPICO,593180
,2012,GUZMAN OAXACA LAURA,,3010002503,VERACRUZ DE IGNACIO DE LA LLAVE,TUXPAN,LA VICTORIA (LA PEÑITA),120000
,2012,HAMELIUS DOMINGUEZ ALEJANDRO EDUARDO,,2808006049,TAMAULIPAS,TAMPICO,TAMPICO,493040
,2012,HERNANDEZ HERNANDEZ MARTIN,,2808007542,TAMAULIPAS,TAMPICO,TAMPICO,552580
,2012,HERNANDEZ JAIME GREGORIO,,2607004054,SONORA,PUERTO PEÑASCO,PUERTO PEÑASCO,585200
,2012,HERNANDEZ ROBLES PEDRO,,2604010609,SONORA,GUAYMAS,SAN JOSE DE GUAYMAS,259980
,2012,HERNANDEZ SILLAS MONICA ANGELINA,,2607004401,SONORA,PUERTO PEÑASCO,PUERTO PEÑASCO,691300
,2012,"HERNANDEZ Y PTANIK, S.A. DE C.V.",HPT010930UQ1,203126560,SONORA,GUAYMAS,HEROICA GUAYMAS,292600
,2012,HERRERA ANGULO JULIAN MARCELO,,3102001371,YUCATAN,DZILAM DE BRAVO,DZILAM DE BRAVO,1500
